Duration (in seconds),Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_text,Q3.1,Q3.1 text,Q3.2,Q3.2 text,Q3.3,Q3.3 text,Q3.4,Q3.4 text,Q3.5,Q3.5 text,Q3.6,Q3.6 text,Q3.7,Q3.7 text,Q3.8,Q3.8 text,Q3.9,Q3.9 text,Q3.10,Q3.10 text,Q3.text,Q4,Q5,Q5_text,Q6,Q6_9_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8a_1,Q8a_2,Q8a_3,Q8a_4,Q8a_5,Q8a_6,Q8a_7,Q8a_8,Q8a_9,Q8a_10,Q8a_11,Q8b_1,Q8b_2,Q8b_3,Q8b_4,Q8b_5,Q8b_6,Q8b_7,Q8b_8,Q8b_9,Q8b_10,Q8b_11,Q9a_1,Q9a_2,Q9a_3,Q9a_4,Q9a_5,Q9a_6,Q9a_7,Q9a_8,Q9a_9,Q9a_10,Q9b_1,Q9b_2,Q9b_3,Q9b_4,Q9b_5,Q9b_6,Q9b_7,Q9b_8,Q9b_9,Q9b_10,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q16,Q17,Q17_3_TEXT,Q18,Q19,Q20,Q20_9_TEXT,Q22
2437,2,6,6,6,6,,50,,5,"Only in existing platforms. If there are no platforms available, it would be better to do this onshore.",5,,1,,6,,1,,5,,3,"Maybe it is not the most efficient way to remove CO2, but it should be considered for other purposes.",2,,3,,,5,6,"I am not American, so I prefer not to say what should be done there. However, I would support that in my country.",1,,1,1,1,2,3,3,4,4,3,3,1,2,3,2,2,3,2,3,3,2,1,1,2,2,5,5,4,5,4,4,3,4,4,4,6,4,3,4,5,4,3,4,5,4,6,4,4,4,6,,2,1,4,2,2,2,4,5,4,4,2,4,3,6,2,2,5,5,3,1,1,1,4,4,4,1,1,5,4,5,5,4,3,1,4,,1,,26,6,7,,The question on political spectrum is very limited. There are more options.
2184,2,4,4,4,5,,46,,4,,4,,1,,1,,2,,5,,5,,1,,5,,,2,4,Is a solution which should be tested.,2,,3,3,4,4,3,3,3,3,4,5,3,4,2,3,5,5,5,3,3,2,2,2,3,3,4,5,5,5,4,4,3,3,4,4,3,4,4,4,4,4,3,3,4,4,3,3,3,2,4,,2,4,5,3,3,3,5,5,4,4,4,3,3,3,3,3,2,4,2,3,4,2,5,4,5,4,1,4,4,5,5,5,1,4,5,,4,,31,6,7,,
860,2,4,3,3,3,,49,,3,,2,,2,,3,,2,,5,,5,,2,,5,,,2,4,Solutions have to be found and tested as soon as possible,1,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,,2,2,3,3,3,3,4,5,4,4,4,6,6,6,6,6,1,5,6,6,4,1,5,6,6,3,1,5,4,5,5,5,1,3,5,,2,,21,2,7,,
3493,2,3,4,3,4,,49,a specific LCA should be done to evaluate the final CO2 balance,3,,4,,1,,3,"I am not an expert of this technology, however co2 requisition should not be so effective according to my knowledge",2,risk of eutrophization and higher co2 production from microscopic plants,5,Benefits arises from salt marshal maintenance also in relation to mitigation of extreme meteoric events and biodiversity protection,3,,1,,6,,,1,3,"The systems seems promising and one or two experimental plants should be built. However I don't like it to be an off shore plattform and injection CO2 within see, causing local ph changes , etc. why should it be done on  the sea and not on land?",2,,1,4,3,3,3,2,2,4,3,5,3,5,4,3,4,4,2,2,4,3,5,5,5,5,2,2,2,1,6,6,1,4,6,6,6,3,4,4,5,5,3,3,5,5,5,3,4,3,6,"A plant should be built to gain kowledge, however I don't have enough information on the specific balance risk/benefit and I do not know if the decided site is sustainable from the technical and environmental point of view",1,2,3,4,4,4,3,5,5,3,1,2,6,6,4,1,2,4,5,1,2,1,5,4,4,4,1,3,3,4,5,1,2,2,5,,2,,18,3,7,,"I am not an USA citizen. I am an European scientist, maybe our vision on how to tackle with climate changes is culturally different. The environmental scientist community here thinks climate change is a common responsibility (individual+ government), laws are needed to regulate individuals behaviour to CO2 reduction. "
1631,2,2,4,3,3,,48,,4,,2,,1,,1,,2,,3,,4,,2,,3,,,2,4,many questions remaining,2,,4,2,2,4,4,3,4,3,4,5,2,4,3,4,5,5,2,3,2,4,2,1,5,1,3,4,4,1,4,4,4,5,5,4,4,4,3,2,5,5,4,2,3,5,4,3,2,1,4,,4,5,3,4,4,4,3,5,3,4,3,4,3,2,4,4,3,3,4,3,4,2,4,4,4,3,1,4,4,4,5,1,5,4,2,,1,,37,4,7,,no
1032,2,4,5,3,4,,50,,4,,4,,4,,6,,4,,5,,5,,5,,3,,,5,5,From my point of view I find it interesting and removal of carbon dioxide through process seems to be environmentally friendly.,2,,2,3,3,5,5,4,3,4,4,3,2,4,3,3,4,4,4,2,2,3,3,2,4,4,2,3,2,3,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,5,,4,3,5,3,4,4,4,5,3,3,5,4,3,3,4,3,4,5,4,4,5,4,4,5,5,5,1,5,5,4,5,5,1,5,5,,2,,19,2,7,,
1780,2,4,5,2,4,,49,,4,,4,,3,,2,,2,,5,,4,,1,,4,,,2,4,"is a method that helped to remove (and low) CO2 from the atmosphere. It might be coupled with sustainable argicultural and farming techniques (e.g. organic farm, non-intensive farming) and with low-carbon production procesess and low-carbon (or better zero emissions) from cars, public transportation, houses, etc.
I have some concerns reharding the possibility of fluid escape from ""source"" rocks, we do not know how are the consequences, are the consequences similar to those related to fracking technology?",1,,1,3,3,3,4,4,3,4,4,4,2,3,3,5,5,3,5,2,3,1,3,2,4,3,5,5,4,5,4,4,2,5,4,4,3,4,2,5,4,4,4,4,3,3,3,3,3,5,4,,1,3,1,3,3,3,5,5,4,4,4,4,1,6,4,4,4,5,5,5,4,2,5,3,2,1,1,5,5,5,5,5,1,5,5,,1,,25,6,7,,
2506,2,4,4,4,4,,49,,5,,5,,1,,1,,1,,5,,5,,2,,5,,,5,5,No answer,1,,1,1,1,1,1,1,4,4,4,4,2,3,3,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,,2,2,1,4,4,4,6,5,5,5,5,2,2,2,3,2,1,4,2,1,4,2,5,5,3,3,1,3,5,4,5,5,1,3,5,,1,,43,6,7,,
1356,2,4,4,2,4,,48,,2,,2,,6,,3,,2,,5,,5,,2,,5,,,1,4,I don´t know the negative effects but it seems a good idea.,2,,1,3,3,5,5,5,4,2,3,4,2,4,4,2,2,3,4,4,4,4,4,2,4,4,4,4,4,4,6,6,2,4,4,6,4,3,6,6,6,5,5,5,5,5,6,5,6,6,3,I need more evidence,2,2,4,4,4,4,4,4,4,4,4,3,3,1,2,2,2,4,4,2,2,2,4,3,5,3,1,5,4,5,5,5,1,5,5,,2,,21,2,7,,
1027,2,4,4,4,2,,49,,4,,4,,1,,2,,3,,5,,5,,4,,5,,,5,4,"As long as the project is viable in that it captures significantly more greenhouse gases than it requires to build and run, then I support it. This accounting needs to include measures of greenhouse gases required to produce the infrastructure (steel, etc.). ",2,,1,2,2,3,4,4,4,4,2,5,3,4,4,4,4,5,5,2,2,1,3,1,3,2,3,4,4,4,4,4,3,4,4,4,3,4,4,2,4,5,4,3,5,5,4,3,4,4,4,I do not believe that solid carbon technology is a silver bullet - one of many initiatives needed.,2,3,3,4,3,4,5,5,5,4,4,4,2,2,2,2,4,4,2,1,2,2,4,2,4,2,1,5,4,5,5,4,1,3,2,,2,,21,2,7,,
18199,2,4,4,2,4,,49,,2,,3,,1,,2,,1,,5,,4,,1,,6,,Technologies to remove CO2 must be broad-minded and must not be a source of pollution by other compounds.,2,3,"I need to think better about the subject, but I think this would be a way out of a problem that no longer has ""natural"" solutions.",2,,1,4,3,4,5,3,2,2,5,5,2,4,4,3,5,3,5,3,3,5,5,2,5,5,4,5,4,5,4,4,4,2,4,4,3,2,2,2,4,4,3,2,2,4,2,2,5,5,3,,2,4,4,3,4,3,4,5,5,4,6,5,2,2,2,4,2,2,4,2,4,2,4,1,2,4,1,4,5,5,2,3,1,2,6,"As long as people do not see themselves as part of the ecosystems, there will be no solution. Technologies will be essential, as this human capacity will not be reached.",2,,24,2,7,,Thank you
2041,2,4,5,6,6,,51,,3,,3,,1,,2,,3,,4,,4,,6,,4,,After trying to fill the questionnaire I realize that I do not know enough about this topic to have an educated opinion. I decided to share anyway as one of the potential findings of your research may be that there is a lack of information on this even among the academic community.,2,4,The project seems to have the potential for a significant contribution to CO2 removal; however I do not know the broader picture regarding whether or not this would enable others to mantain/increase their emissions.,6,,1,1,2,3,3,3,1,1,1,4,1,4,4,6,5,5,5,1,1,1,3,2,3,3,6,4,4,4,2,4,4,5,4,4,4,4,4,4,5,4,4,3,5,5,5,4,4,4,4,After trying to fill the questionnaire I realize that I do not know enough about this topic to have an educated opinion. I decided to share them anyway as one of the potential findings of your research may be that there is a lack of information on this even among the academic community.,2,6,5,4,4,3,4,5,5,5,6,4,2,3,4,4,2,4,4,3,5,2,4,2,5,3,1,4,2,4,5,3,4,1,3,,1,,38,3,7,,After trying to fill the questionnaire I realize that I do not know enough about this topic to have an educated opinion. I decided to share them anyway as one of the potential findings of your research may be that there is a lack of information on this even among the academic community.
38997,2,2,5,6,4,,49,,4,,4,,1,,3,,2,,5,,5,,1,,5,,,2,4,"Given the urgency to remove CO2 from the atmosphere, integrated approaches of prevention and mitigation must be applied quickly. And this solution jointly with nature-based solutions (restoration of wetlands, forests, etc) can help mitigate the CO2 crisis. But, prevention measures must also need to be implemented.",2,,1,2,2,5,5,5,6,6,6,4,6,4,3,2,4,2,2,6,6,6,3,6,3,3,1,4,2,2,6,5,6,6,4,5,6,4,6,3,6,5,6,6,5,5,6,4,6,2,2,there is still need more research to investigate the negative effects of drilling and injection of CO2.,2,3,3,4,3,4,3,5,5,3,3,6,6,6,6,6,4,4,5,1,2,2,4,1,4,3,1,6,6,5,5,6,1,6,6,,2,,28,6,7,,
1343,2,3,3,4,3,,48,,1,,1,,1,,1,,1,,4,,2,,1,,3,,,2,2,that may potentially increase the acidification in certain particular area and cause problems to its ecosystems,2,,3,4,4,5,5,4,2,2,3,5,2,4,5,5,5,5,3,1,1,2,4,1,3,4,5,1,5,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,,2,1,3,4,3,4,3,5,4,4,3,3,4,2,3,2,3,5,3,3,4,1,3,2,5,2,2,4,3,4,5,5,2,4,5,,2,,19,3,7,,
175234,2,5,5,2,4,However Tech based NETs must not themselves add on other hitches. Must be sustainable and CHEAPER afap,48,"IF and only IF, it is an energy efficient, non-heat generating process. To my mind every pure chemical process results into a situation that needs additional solution/s",6,How many units one needs to set up to drawdown a billion ton annually??,3,"Can be possible in some regions, I suppose. Any energy eating mechanisms is to downwell/solidify CO2 isnt something that can be  a long term option",4,"Changing the pH in localised sites in surface/euphotic waters is worthy of trials, given the fact that these are done in cold core eddy regions with highly diverse autotrophic phyto and algal communities. ",1,"Expensive, energy guzzling, labor intensive and public nuisance casing including sedimenting the live algal/coral beds",4,"Not in all locations. A combination of piping up the cold nutrient rich waters to DCM height and adding these nutrients can be useful to capture to a tune of a billion tons at best, annually.",5,For example the current estimate of 13 million tonnes of CO2 emission due to marine fishing activity in the seas around India can be neutralised by restoring the mangrove areas (currently some 4000 sq Km) to their mid 1970s span of =6200  sq km,4,"While several questions can come up on plantation in the unforested areas, the fast growing, long lived trees can capture up to two billion tonnes of CO2 by about 20 million trees of rain tree (samanea saman, for eg) in about 1 million acres, globally",4,"Though not very eco-friendly, the long term holding of dead-carbon that can retain (during rains/irrigation) and release (during drier times) moisture makes it worthy to TRY and SEE ",1,"The grass lands are poor in biomass build up per unit area,unlike trees or long term forests. Not many food/commercial crops are no-till amenable","A combination of localised ocean fertilization, forestation, REDUCED cornucopia, mindful changeover to non-emission automobile runs, life-style modification, every citizen, esp urbanite and industrialist being conscious of his/her carbon spew and yearning to earn carbon credits by adapting to EARTH-FRIENDLY methods would avoid the planet warming beyond 1.5 deg Celcius I forsee by/in 2040s itself",5,2,"Tell us the economics of this SCP. Would be great to get the efficiency proof before spending billions of dollars , just because it is discerned to be efficient. Get the other possibilities exhausted before resorting to adjudicate and vote on SCP as THE option.",9,"SCP can be OK once the unknowns are known and it proves ""worthier"":",6,4,4,6,6,6,4,4,3,5,6,4,5,5,6,5,5,4,3,2,4,6,2,4,6,6,5,5,2,2,2,1,2,2,2,2,4,4,1,1,2,1,2,1,2,2,3,4,2,"Proof of SCP efficiency, ease of operation and high employment opportunity needed. Many of answers on SCP cane considered as I donot wish to answer. AS I am yet to see the pros and cons of SCP for CO2 capture.",2,2,3,4,3,4,3,4,4,2,2,2,4,2,3,3,4,4,5,5,5,1,2,2,5,3,1,4,5,5,5,5,1,4,5,,3,Care for your ecosystem that has always taken care of you,47,5,7,,"The last column might have been better if split ito one more column as Dont wish to answer and, dont know the answer"
2225,2,1,5,3,1,"third question does not allow objective answer - the result of application of NETs is obviously dependant on a) type, b) geographcal extent and temporal committment and c) natural feedback response",48,Depends on energy committed to processes and source,4,,4,,5,,4,,3,,4,Because of additional positive effects - like maintaining biodiveristy and defending against erosion. Blue carbon storage efficiency is dependant on climate feedbacks into biogeochemistry and is unlikely to be secure as the planet warms,3,,3,,3,,"In my opinion the more efficient and promising strategies are known and can be implemented, depending on acceptability and engagement. I would be concerned however that focus on this option diverts attention from the real issue which is cumulative CO2 emissions. We still need to address those, irrespective of what NET brings (or not, as the case might be)",2,3,"I don't have enough information on viability. How much does this platform cost to build, maintain and operate, and what is its expected lifespan? Issues with site suitability come to mind - what is the level of retention of CO2 in the seafloor? How much can be retained at the chosen site? How stable, i.e., how confident are you that the capture and storage process can be sustained over the long term, even through dips in wind power availability or periods of non-operation? etc....",2,,1,2,1,3,4,4,2,3,2,3,2,4,3,5,5,5,5,2,3,2,3,2,4,3,4,5,4,5,3,2,1,4,2,2,1,4,3,1,3,2,1,4,2,2,1,4,2,1,3,"Again, insufficient information to provide an objective answer.",1,2,2,4,3,3,4,5,5,3,3,3,2,1,3,1,1,3,4,1,2,1,5,5,4,1,1,4,3,5,5,3,5,2,4,"I struggled with this section. The issues in my view are not about how we feel toward animals, but whether what we are doing is sustainable for the biosphere - it is not, irrespective of whether or not we feel animal are kin. Logic has to trump emotional response at this stage. If not, then ultimately, we will pay the price as much as they have - we just have an unfair advantage at the moment that will prolong the agony somewhat.",1,,34,6,7,,"Interesting to participate, even though I would have some misgivings, i.e., there are options I feel were not on the table for answering and that somewhat directs response. For example, the definition of political spectrum as above is not standard across countries and political systems. In some countries, a Liberal (European version) would be considered a radical leftist or 'crazie'. On the other hand, a 'conservative' in some countries might be considered a radical populist or even an ignorant fascist elsewhere. Very concerning, but it is an example of how nuanced these answers can actually be, and how far the power of ignorance has already traveled."
1133,2,1,6,1,1,"NET should not be used at any prize, its the open door to free pollution. Research should not be conducted, that is an unacceptable first step to their use",46,,1,,1,,1,,1,,1,,5,,5,,1,,5,,,2,1,"I oppose as it allows humans to stop considering climate change, and it will cause other threats to the environment",5,,1,1,1,4,5,3,3,4,4,5,4,5,4,3,5,4,2,2,2,2,4,2,5,4,6,3,3,2,1,1,1,4,1,1,1,1,4,4,5,4,2,3,3,4,4,2,3,4,1,,1,1,3,1,1,1,4,3,1,1,3,1,5,1,1,1,5,4,5,2,4,2,4,4,5,1,1,5,4,4,5,4,1,1,4,,1,,14,6,7,,
1274,2,3,4,3,4,,49,,3,,3,,2,,3,,2,,5,,5,,6,,4,,,1,3,I'm not expert enough to give a strong opinion. I have some concerns on the manipulation of seabed,6,,2,3,2,4,4,2,4,4,3,4,2,3,5,2,4,3,3,4,4,4,4,2,3,4,2,3,2,2,3,6,3,4,3,6,6,6,4,3,6,6,4,4,6,6,6,6,4,6,3,,3,3,4,4,3,3,4,4,4,4,4,4,2,6,4,4,2,5,4,2,4,2,3,4,4,3,2,4,3,4,4,4,2,2,2,,2,,29,2,7,,
3522,2,4,6,6,6,"The questions leaves little room for the opinion that it is highly unlikely that consumption changes and NET's will succeed in keeping below 1.5 C, even it is theoretically possible.",47,,2,,3,,2,,2,,2,,2,"The CO2 potential is marginal, although restoration has other advantages",3,,3,,2,,"For all strategies: In almost every study, the researchers avoid massbalances and fair evaluations of upscaling challenges. We need better etics and funding policies to identify and discard hopeless technologies",5,3,I would need to see fair calculations before supporting. Are there really room for 1 mio ton in subsurface at one spot and what are the realistic costs?,2,,2,2,2,3,4,4,3,2,3,3,2,4,3,4,4,5,4,3,3,4,3,4,3,3,4,3,3,4,2,2,2,4,3,3,2,2,3,4,6,6,6,6,6,6,6,6,6,6,3,,2,2,3,4,3,4,3,4,3,4,3,2,3,6,6,6,6,4,2,3,2,2,4,4,4,2,2,4,2,4,4,6,4,1,6,,1,,49,2,7,,
730,2,1,4,2,4,,49,,2,,5,,2,,3,,1,This would have serious negative consequences for the marine ecosystem.,5,,3,,3,,4,,,5,5,"If feasible, this strategy has the potential for significant carbon removal with minimal environmental risk provided the project is able to be scaled appropriately.",1,,1,1,1,1,1,1,2,2,2,3,1,3,3,3,4,4,3,1,1,1,1,1,1,1,1,2,3,2,3,3,4,4,4,3,3,4,4,3,5,5,5,3,5,5,5,5,3,2,5,,1,3,1,4,3,4,4,4,5,3,3,4,3,6,3,3,1,4,4,1,1,1,4,5,4,1,1,5,5,4,5,4,3,2,4,,1,,25,2,7,,
797,2,2,4,2,2,,49,,5,,5,,5,,2,,4,,5,,5,,5,,4,,,5,4,Support the construction of solid carbon project,9,It should be implemented ,3,4,2,2,2,3,2,3,3,2,2,3,2,3,3,3,3,6,6,3,3,3,3,6,6,3,3,3,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,,4,2,4,2,2,4,4,3,4,4,4,2,3,2,2,3,3,4,2,3,4,4,3,3,3,4,3,4,4,4,4,4,4,3,4,,2,,18,2,7,,
1773,2,2,5,2,5,,48,,5,,5,,5,,5,,1,,5,,2,,4,,5,,,5,5,"Potential to sequester substantial amounts of carbon with fewer negative impacts than some terrestrial options, though a lot more research would be necessary to assess potential ecosystem risks. ",2,,1,1,1,3,2,1,2,2,2,3,1,1,3,2,3,3,1,1,1,1,3,1,2,3,1,1,2,1,4,5,5,6,5,5,6,6,5,5,5,5,3,3,5,5,5,3,4,5,5,,2,4,3,5,6,5,4,5,5,4,6,4,2,4,4,6,1,5,3,1,5,2,5,5,5,5,1,5,5,4,5,5,5,4,5,,1,,46,1,7,,
1372,2,4,4,4,4,,50,,5,,5,,1,,1,,2,Need prior research on the impact of additional Fe and N on phyto community.,4,Need prior budget research to see whether this approach will make any difference.,5,,6,,4,Has to combine with other effective methods.,,5,5,It can be a very effective method to remove atmospheric carbon dioxide.,1,,1,1,1,1,1,1,6,6,6,2,2,6,6,2,2,2,2,2,2,3,3,4,3,3,2,2,2,2,4,5,5,4,4,4,5,4,4,4,4,5,4,4,5,5,5,5,4,5,5,,4,3,4,3,3,3,4,5,3,3,4,3,4,3,3,3,5,4,4,4,5,4,4,4,4,1,1,4,5,4,4,5,1,2,5,,1,,21,2,7,,
1285,2,5,4,4,6,,48,,3,,3,,3,,4,,4,,5,,5,,5,,5,,,5,4,"I support it, but I believe more integral approaches are necessary to tackle the issue with other greenhouse gases",1,,2,2,2,3,3,2,6,6,6,4,2,3,3,4,4,4,4,6,6,6,5,4,4,4,5,5,5,5,3,3,6,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,,3,3,3,3,3,3,4,5,4,4,3,3,3,2,3,4,3,2,4,4,4,2,4,3,3,2,5,5,5,5,5,5,4,4,2,,1,,37,3,7,,
1692,2,4,4,4,4,,49,,4,,4,,1,,2,,1,,5,,5,,4,,4,,Nothing,1,4,"Tha humans always disturb the nature so who is responsible for removing from naturals.
",1,,4,2,2,1,1,2,4,4,3,3,4,2,3,4,3,3,3,1,1,2,2,1,1,3,2,1,4,2,4,3,1,2,3,3,3,3,3,4,2,2,2,2,2,2,2,3,3,2,4,Nothing,4,3,5,4,4,4,5,5,4,4,4,3,3,2,5,4,,,,,,,,,,3,2,3,4,2,4,2,2,3,4,Nothing,1,,16,3,7,,Very good initiative.
1070,2,4,5,4,2,,47,,2,,1,,2,,2,,5,"Iron, not N",4,not enough capacity to alter climate but many co-benefits,5,only if it doesn't compete with food production,4,,5,,,2,3,"seems overly complex, expensive, and 1000s of platforms needed to make a dent",2,,4,3,1,3,4,3,4,6,6,4,3,5,2,4,3,4,2,3,3,3,3,1,4,2,4,3,4,2,2,2,2,4,3,3,1,2,2,4,6,6,6,6,6,6,6,6,6,6,2,"benefits questions were unrealistic, or at least confusing if you don't believe there will be demonstrated benefits",1,1,3,2,3,2,3,5,4,4,3,3,3,6,3,6,1,5,5,1,2,1,5,4,5,3,1,4,4,5,5,4,4,3,4,,1,,45,2,7,,"too much focus on one approach, so it appears biased or looking for answers to support that approach"
2837,2,6,6,6,6,NA,47,Examples of such products will be enlightening.,6,What are potential side effects?,6,,6,,2,No comment,2,"Heard about this before, but what are potential side effects of changing sea water chemistry?",5,This is a preferred method.,5,,1,Will the burning process not produce CO2?,5,,Restoring coastal landscapes and planting trees are my preferred mitigation approaches. All the best!,1,3,"I don't know enough to support or oppose this technology. If it can be deployed safely and sustainably, why not?",2,,2,3,1,3,3,3,6,6,3,4,3,3,3,3,2,3,2,6,6,3,3,2,3,3,3,1,2,1,6,4,6,3,3,4,6,4,3,4,6,3,6,3,4,4,4,4,4,4,3,NA,2,3,3,4,4,4,4,3,4,3,3,3,2,2,4,3,3,3,3,3,4,4,3,2,4,4,2,3,3,3,5,4,3,4,4,,1,,25,4,7,,NA
784,2,3,4,3,4,,50,,5,,5,,1,,4,,1,,5,,5,,1,,5,,,2,4,In my opinion we must use a diverse and scientifically sound approach to help meet climate targets and a solid carbon project may an important part of this strategy.,2,,2,2,1,1,2,1,2,4,3,3,3,3,3,4,2,4,3,1,1,2,2,1,2,3,3,3,3,3,3,3,3,4,4,3,2,3,3,4,5,5,4,5,5,5,5,3,3,4,4,,2,3,2,2,2,2,2,4,4,2,3,2,3,3,2,2,2,4,2,2,4,3,4,3,4,1,1,5,3,3,5,4,1,2,2,,1,,32,2,7,,
